noise1,noise2
0.6,-0.475
0.59,-0.475
0.59,-0.475
0.59,-0.48
0.6,-0.49
0.595,-0.475
0.6,-0.465
0.615,-0.46
0.63,-0.465
0.615,-0.48
0.605,-0.49
0.615,-0.48
0.555,-0.48
0.545,-0.475
0.57,-0.465
0.595,-0.46
0.615,-0.46
0.62,-0.465
0.6,-0.45
0.6,-0.455
0.615,-0.465
0.61,-0.465
0.615,-0.455
0.605,-0.45
0.595,-0.455
0.615,-0.465
0.625,-0.47
0.625,-0.465
0.62,-0.45
0.61,-0.455
0.605,-0.47
0.605,-0.48
0.6,-0.48
0.6,-0.47
0.595,-0.455
0.575,-0.45
0.565,-0.445
0.56,-0.455
0.595,-0.47
0.595,-0.475
0.585,-0.465
0.575,-0.465
0.57,-0.46
0.575,-0.45
0.575,-0.46
0.575,-0.465
0.575,-0.465
0.565,-0.465
0.58,-0.47
0.59,-0.475
0.59,-0.47
0.59,-0.47
0.585,-0.465
0.59,-0.465
0.605,-0.475
0.58,-0.48
0.55,-0.475
0.56,-0.475
0.555,-0.475
0.58,-0.465
0.6,-0.45
0.615,-0.47
0.615,-0.48
0.59,-0.485
0.545,-0.465
0.54,-0.465
0.555,-0.475
0.565,-0.475
0.55,-0.46
0.535,-0.445
0.55,-0.45
0.56,-0.475
0.565,-0.475
0.57,-0.465
0.575,-0.465
0.585,-0.465
0.59,-0.475
0.565,-0.5
0.56,-0.495
0.565,-0.48
0.56,-0.48
0.555,-0.47
0.56,-0.47
0.57,-0.48
0.57,-0.49
0.575,-0.495
0.585,-0.485
0.58,-0.485
0.535,-0.475
0.495,-0.465
0.495,-0.465
0.525,-0.465
0.565,-0.46
0.55,-0.46
0.605,-0.45
0.585,-0.45
0.56,-0.47
0.525,-0.465
0.52,-0.455
0.545,-0.445
0.57,-0.445
0.57,-0.455
0.56,-0.47
0.56,-0.47
0.555,-0.455
0.555,-0.45
0.535,-0.465
0.545,-0.465
0.555,-0.465
0.555,-0.475
0.57,-0.455
0.56,-0.46
0.54,-0.475
0.525,-0.465
0.54,-0.465
0.56,-0.47
0.555,-0.465
0.56,-0.46
0.56,-0.46
0.55,-0.46
0.54,-0.46
0.53,-0.45
0.515,-0.43
0.485,-0.435
0.51,-0.445
0.555,-0.455
0.57,-0.475
0.57,-0.46
0.55,-0.45
0.56,-0.445
0.525,-0.465
0.535,-0.46
0.55,-0.445
0.55,-0.445
0.555,-0.45
0.545,-0.44
0.545,-0.45
0.54,-0.455
0.53,-0.465
0.535,-0.46
0.54,-0.45
0.545,-0.455
0.535,-0.48
0.525,-0.47
0.52,-0.46
0.53,-0.455
0.545,-0.445
0.555,-0.45
0.57,-0.46
0.59,-0.45
0.6,-0.445
0.585,-0.455
0.555,-0.465
0.55,-0.46
0.55,-0.455
0.565,-0.465
0.555,-0.445
0.545,-0.435
0.535,-0.445
0.535,-0.46
0.545,-0.455
0.555,-0.445
0.585,-0.445
0.585,-0.445
0.575,-0.44
0.575,-0.44
0.56,-0.44
0.57,-0.44
0.585,-0.445
0.575,-0.435
0.565,-0.43
0.545,-0.42
0.545,-0.44
0.545,-0.445
0.535,-0.435
0.535,-0.425
0.535,-0.43
0.54,-0.44
0.565,-0.435
0.565,-0.43
0.56,-0.425
0.56,-0.42
0.56,-0.435
0.57,-0.44
0.585,-0.445
0.59,-0.425
0.575,-0.42
0.56,-0.42
0.565,-0.425
0.575,-0.43
0.58,-0.43
0.585,-0.435
0.535,-0.425
0.52,-0.425
0.535,-0.435
0.56,-0.43
0.575,-0.425
0.58,-0.42
0.56,-0.42
0.555,-0.415
0.555,-0.42
0.55,-0.425
0.575,-0.43
0.58,-0.435
0.585,-0.44
0.56,-0.44
0.55,-0.445
0.555,-0.44
0.585,-0.44
0.61,-0.435
0.62,-0.435
0.58,-0.42
0.56,-0.44
0.555,-0.45
0.565,-0.43
0.595,-0.43
0.615,-0.44
0.62,-0.455
0.59,-0.455
0.575,-0.45
0.57,-0.445
0.565,-0.435
0.575,-0.43
0.59,-0.435
0.595,-0.44
0.58,-0.445
0.56,-0.44
0.535,-0.435
0.54,-0.45
0.56,-0.445
0.595,-0.425
0.595,-0.45
0.595,-0.445
0.595,-0.43
0.585,-0.43
0.59,-0.435
0.59,-0.43
0.6,-0.43
0.575,-0.445
0.585,-0.45
0.595,-0.44
0.595,-0.44
0.585,-0.435
0.575,-0.435
0.575,-0.435
0.55,-0.425
0.545,-0.425
0.595,-0.435
0.605,-0.445
0.6,-0.455
0.575,-0.445
0.565,-0.435
0.56,-0.435
0.575,-0.445
0.575,-0.445
0.57,-0.44
0.565,-0.445
0.58,-0.425
0.585,-0.425
0.59,-0.435
0.58,-0.445
0.605,-0.445
0.615,-0.435
0.6,-0.43
0.575,-0.43
0.565,-0.43
0.57,-0.44
0.595,-0.44
0.605,-0.42
0.605,-0.405
0.585,-0.42
0.575,-0.425
0.56,-0.425
0.565,-0.425
0.535,-0.42
0.54,-0.415
0.55,-0.41
0.58,-0.41
0.595,-0.42
0.61,-0.435
0.605,-0.43
0.6,-0.425
0.595,-0.425
0.565,-0.425
0.565,-0.435
0.585,-0.44
0.62,-0.435
0.62,-0.44
0.61,-0.45
0.6,-0.46
0.6,-0.44
0.59,-0.435
0.58,-0.425
0.59,-0.425
0.575,-0.435
0.56,-0.445
0.585,-0.45
0.58,-0.445
0.57,-0.435
0.555,-0.415
0.555,-0.415
0.55,-0.425
0.545,-0.45
0.57,-0.425
0.585,-0.425
0.6,-0.435
0.6,-0.46
0.585,-0.455
0.565,-0.445
0.565,-0.445
0.575,-0.445
0.57,-0.445
0.56,-0.43
0.575,-0.435
0.6,-0.44
0.62,-0.445
0.6,-0.425
0.59,-0.42
0.585,-0.425
0.595,-0.43
0.59,-0.445
0.59,-0.455
0.61,-0.44
0.57,-0.43
0.55,-0.43
0.545,-0.445
0.545,-0.43
0.545,-0.43
0.56,-0.435
0.585,-0.425
0.59,-0.425
0.58,-0.44
0.575,-0.465
0.575,-0.45
0.58,-0.44
0.575,-0.445
0.54,-0.445
0.525,-0.45
0.535,-0.44
0.555,-0.44
0.54,-0.44
0.535,-0.44
0.585,-0.44
0.595,-0.45
0.595,-0.455
0.595,-0.455
0.58,-0.455
0.565,-0.46
0.575,-0.46
0.575,-0.46
0.58,-0.45
0.595,-0.43
0.595,-0.435
0.595,-0.445
0.59,-0.45
0.575,-0.455
0.57,-0.445
0.565,-0.44
0.555,-0.45
0.57,-0.445
0.59,-0.45
0.6,-0.475
0.57,-0.46
0.535,-0.45
0.505,-0.445
0.525,-0.43
0.565,-0.46
0.595,-0.48
0.6,-0.465
0.565,-0.46
0.55,-0.455
0.57,-0.46
0.61,-0.46
0.6,-0.465
0.565,-0.475
0.54,-0.45
0.57,-0.44
0.6,-0.44
0.585,-0.44
0.585,-0.44
0.575,-0.44
0.58,-0.435
0.57,-0.435
0.58,-0.435
0.59,-0.455
0.57,-0.47
0.555,-0.455
0.545,-0.43
0.575,-0.43
0.585,-0.435
0.58,-0.445
0.56,-0.455
0.555,-0.455
0.565,-0.445
0.575,-0.445
0.565,-0.445
0.57,-0.45
0.595,-0.47
0.585,-0.465
0.57,-0.44
0.565,-0.42
0.6,-0.44
0.6,-0.455
0.59,-0.465
0.59,-0.455
0.585,-0.45
0.58,-0.445
0.585,-0.45
0.57,-0.45
0.565,-0.44
0.565,-0.43
0.59,-0.43
0.6,-0.43
0.595,-0.43
0.595,-0.445
0.595,-0.445
0.6,-0.44
0.6,-0.445
0.58,-0.44
0.555,-0.435
0.535,-0.45
0.565,-0.45
0.575,-0.45
0.585,-0.435
0.575,-0.43
0.57,-0.43
0.57,-0.44
0.58,-0.45
0.55,-0.45
0.53,-0.44
0.525,-0.43
0.575,-0.435
0.605,-0.45
0.605,-0.47
0.575,-0.47
0.555,-0.435
0.545,-0.4
0.56,-0.415
0.575,-0.435
0.59,-0.45
0.61,-0.45
0.605,-0.44
0.605,-0.44
0.63,-0.455
0.63,-0.455
0.605,-0.45
0.58,-0.445
0.58,-0.445
0.595,-0.445
0.595,-0.45
0.55,-0.465
0.535,-0.45
0.535,-0.43
0.525,-0.435
0.575,-0.41
0.585,-0.42
0.585,-0.445
0.585,-0.44
0.585,-0.435
0.595,-0.425
0.59,-0.43
0.59,-0.435
0.605,-0.43
0.605,-0.42
0.605,-0.42
0.6,-0.43
0.58,-0.425
0.59,-0.425
0.595,-0.42
0.585,-0.425
0.585,-0.42
0.59,-0.42
0.59,-0.425
0.565,-0.43
0.565,-0.435
0.58,-0.44
0.605,-0.435
0.615,-0.43
0.615,-0.425
0.6,-0.43
0.595,-0.44
0.575,-0.445
0.555,-0.445
0.575,-0.42
0.59,-0.415
0.595,-0.42
0.575,-0.44
0.57,-0.44
0.57,-0.43
0.565,-0.43
0.62,-0.425
0.64,-0.435
0.635,-0.445
0.62,-0.445
0.615,-0.43
0.605,-0.41
0.605,-0.415
0.585,-0.43
0.57,-0.44
0.58,-0.425
0.61,-0.42
0.62,-0.42
0.605,-0.415
0.605,-0.425
0.615,-0.435
0.625,-0.44
0.605,-0.44
0.59,-0.425
0.585,-0.41
0.6,-0.43
0.605,-0.43
0.61,-0.42
0.61,-0.415
0.605,-0.42
0.61,-0.425
0.62,-0.43
0.645,-0.42
0.64,-0.41
0.62,-0.4
0.595,-0.405
0.6,-0.405
0.62,-0.395
0.63,-0.41
0.63,-0.415
0.62,-0.405
0.62,-0.415
0.635,-0.39
0.635,-0.41
0.61,-0.435
0.61,-0.42
0.635,-0.4
0.66,-0.385
0.68,-0.4
0.655,-0.41
0.625,-0.415
0.615,-0.425
0.615,-0.41
0.63,-0.395
0.65,-0.385
0.665,-0.385
0.665,-0.395
0.64,-0.405
0.635,-0.385
0.62,-0.39
0.605,-0.41
0.605,-0.41
0.605,-0.405
0.615,-0.41
0.615,-0.405
0.61,-0.39
0.615,-0.385
0.635,-0.395
0.635,-0.405
0.63,-0.4
0.625,-0.38
0.64,-0.385
0.645,-0.4
0.65,-0.41
0.65,-0.415
0.64,-0.405
0.625,-0.395
0.635,-0.395
0.605,-0.39
0.615,-0.395
0.625,-0.395
0.645,-0.38
0.655,-0.375
0.665,-0.385
0.66,-0.395
0.65,-0.41
0.64,-0.42
0.625,-0.41
0.615,-0.405
0.61,-0.405
0.62,-0.415
0.63,-0.415
0.635,-0.41
0.63,-0.39
0.65,-0.39
0.645,-0.39
0.63,-0.385
0.61,-0.4
0.605,-0.39
0.6,-0.38
0.595,-0.385
0.59,-0.395
0.595,-0.4
0.625,-0.4
0.635,-0.4
0.64,-0.385
0.645,-0.37
0.67,-0.375
0.655,-0.395
0.63,-0.41
0.615,-0.41
0.605,-0.39
0.595,-0.37
0.595,-0.37
0.61,-0.37
0.605,-0.375
0.6,-0.385
0.615,-0.385
0.62,-0.39
0.61,-0.39
0.62,-0.41
0.625,-0.4
0.62,-0.385
0.62,-0.39
0.605,-0.395
0.59,-0.395
0.6,-0.395
0.65,-0.395
0.665,-0.39
0.64,-0.38
0.63,-0.38
0.63,-0.39
0.635,-0.395
0.625,-0.395
0.615,-0.405
0.605,-0.415
0.595,-0.4
0.595,-0.385
0.6,-0.385
0.605,-0.395
0.62,-0.395
0.625,-0.39
0.615,-0.4
0.605,-0.4
0.6,-0.39
0.605,-0.375
0.605,-0.375
0.63,-0.38
0.64,-0.385
0.65,-0.385
0.625,-0.4
0.63,-0.405
0.62,-0.385
0.62,-0.38
0.62,-0.375
0.625,-0.365
0.645,-0.385
0.64,-0.39
0.63,-0.39
0.63,-0.39
0.625,-0.38
0.63,-0.375
0.64,-0.375
0.635,-0.375
0.62,-0.38
0.605,-0.38
0.59,-0.385
0.595,-0.385
0.61,-0.375
0.64,-0.395
0.645,-0.4
0.635,-0.405
0.61,-0.405
0.605,-0.4
0.6,-0.395
0.6,-0.39
0.61,-0.39
0.615,-0.385
0.605,-0.375
0.62,-0.4
0.625,-0.4
0.63,-0.395
0.63,-0.395
0.625,-0.405
0.615,-0.42
0.615,-0.42
0.57,-0.4
0.565,-0.395
0.6,-0.405
0.6,-0.385
0.6,-0.375
0.585,-0.37
0.6,-0.37
0.62,-0.375
0.635,-0.385
0.635,-0.385
0.605,-0.385
0.585,-0.38
0.595,-0.365
0.595,-0.375
0.6,-0.385
0.61,-0.39
0.62,-0.37
0.615,-0.37
0.6,-0.38
0.61,-0.395
0.63,-0.4
0.645,-0.395
0.645,-0.395
0.625,-0.4
0.6,-0.395
0.58,-0.4
0.58,-0.395
0.59,-0.39
0.61,-0.4
0.61,-0.4
0.595,-0.395
0.565,-0.39
0.545,-0.39
0.545,-0.39
0.555,-0.39
0.55,-0.39
0.625,-0.385
0.645,-0.395
0.635,-0.41
0.62,-0.395
0.61,-0.395
0.61,-0.41
0.61,-0.41
0.61,-0.395
0.615,-0.38
0.615,-0.37
0.62,-0.385
0.625,-0.4
0.615,-0.395
0.61,-0.395
0.595,-0.395
0.58,-0.385
0.57,-0.395
0.575,-0.4
0.585,-0.395
0.585,-0.385
0.58,-0.385
0.585,-0.395
0.585,-0.405
0.56,-0.38
0.545,-0.375
0.565,-0.395
0.58,-0.395
0.59,-0.39
0.59,-0.4
0.615,-0.41
0.595,-0.41
0.575,-0.405
0.59,-0.39
0.6,-0.395
0.6,-0.41
0.605,-0.405
0.575,-0.41
0.58,-0.395
0.57,-0.39
0.585,-0.39
0.595,-0.38
0.6,-0.37
0.62,-0.38
0.6,-0.4
0.58,-0.415
0.575,-0.4
0.595,-0.39
0.605,-0.385
0.58,-0.38
0.57,-0.38
0.575,-0.375
0.6,-0.375
0.59,-0.395
0.585,-0.405
0.58,-0.405
0.57,-0.405
0.565,-0.385
0.575,-0.37
0.585,-0.38
0.585,-0.395
0.585,-0.4
0.58,-0.39
0.58,-0.385
0.59,-0.39
0.6,-0.405
0.585,-0.405
0.58,-0.4
0.585,-0.4
0.585,-0.395
0.585,-0.39
0.59,-0.395
0.59,-0.395
0.57,-0.38
0.56,-0.375
0.565,-0.365
0.565,-0.375
0.57,-0.39
0.565,-0.405
0.56,-0.385
0.555,-0.38
0.56,-0.38
0.56,-0.385
0.56,-0.4
0.555,-0.4
0.555,-0.375
0.565,-0.375
0.58,-0.37
0.59,-0.355
0.585,-0.36
0.575,-0.375
0.57,-0.39
0.57,-0.37
0.555,-0.36
0.55,-0.355
0.56,-0.36
0.575,-0.385
0.57,-0.39
0.535,-0.365
0.54,-0.365
0.545,-0.38
0.54,-0.4
0.54,-0.375
0.555,-0.355
0.575,-0.35
0.575,-0.38
0.575,-0.385
0.56,-0.385
0.57,-0.39
0.52,-0.365
0.52,-0.37
0.54,-0.375
0.545,-0.375
0.545,-0.375
0.535,-0.38
0.555,-0.365
0.545,-0.36
0.535,-0.365
0.55,-0.355
0.54,-0.365
0.53,-0.375
0.53,-0.365
0.525,-0.355
0.515,-0.35
0.505,-0.36
0.535,-0.37
0.54,-0.375
0.53,-0.375
0.53,-0.36
0.53,-0.355
0.53,-0.36
0.53,-0.37
0.51,-0.375
0.5,-0.365
0.51,-0.355
0.52,-0.35
0.525,-0.35
0.515,-0.365
0.515,-0.36
0.52,-0.355
0.515,-0.35
0.52,-0.355
0.525,-0.36
0.52,-0.365
0.52,-0.365
0.505,-0.35
0.5,-0.355
0.51,-0.35
0.495,-0.355
0.485,-0.355
0.485,-0.34
0.485,-0.335
0.505,-0.335
0.525,-0.345
0.52,-0.345
0.49,-0.35
0.48,-0.345
0.49,-0.33
0.515,-0.345
0.53,-0.355
0.53,-0.36
0.53,-0.35
0.53,-0.345
0.515,-0.34
0.52,-0.33
0.53,-0.325
0.535,-0.325
0.53,-0.335
0.51,-0.34
0.5,-0.33
0.51,-0.315
0.51,-0.32
0.5,-0.325
0.475,-0.32
0.475,-0.31
0.485,-0.31
0.495,-0.315
0.525,-0.315
0.53,-0.33
0.535,-0.34
0.53,-0.345
0.53,-0.31
0.5,-0.305
0.475,-0.31
0.49,-0.32
0.505,-0.325
0.52,-0.33
0.505,-0.33
0.49,-0.315
0.48,-0.305
0.49,-0.31
0.485,-0.305
0.475,-0.295
0.475,-0.3
0.475,-0.305
0.475,-0.31
0.48,-0.315
0.475,-0.305
0.485,-0.3
0.505,-0.305
0.525,-0.335
0.505,-0.325
0.485,-0.31
0.48,-0.31
0.485,-0.29
0.505,-0.285
0.525,-0.305
0.52,-0.31
0.51,-0.315
0.5,-0.31
0.485,-0.305
0.485,-0.315
0.495,-0.33
0.505,-0.325
0.49,-0.305
0.475,-0.29
0.475,-0.29
0.475,-0.295
0.46,-0.305
0.45,-0.32
0.465,-0.315
0.47,-0.305
0.47,-0.29
0.49,-0.285
0.49,-0.28
0.47,-0.285
0.435,-0.3
0.445,-0.305
0.46,-0.295
0.47,-0.275
0.48,-0.275
0.48,-0.275
0.46,-0.285
0.46,-0.285
0.46,-0.285
0.46,-0.285
0.46,-0.305
0.47,-0.305
0.485,-0.295
0.495,-0.28
0.46,-0.275
0.44,-0.285
0.445,-0.3
0.43,-0.29
0.425,-0.29
0.425,-0.305
0.425,-0.305
0.43,-0.3
0.44,-0.295
0.44,-0.31
0.445,-0.3
0.44,-0.29
0.44,-0.285
0.43,-0.3
0.425,-0.3
0.435,-0.31
0.425,-0.305
0.42,-0.285
0.42,-0.27
0.42,-0.295
0.425,-0.305
0.435,-0.31
0.44,-0.31
0.445,-0.28
0.43,-0.26
0.41,-0.27
0.425,-0.275
0.44,-0.28
0.45,-0.27
0.435,-0.275
0.42,-0.28
0.415,-0.285
0.435,-0.275
0.435,-0.28
0.43,-0.29
0.405,-0.295
0.4,-0.28
0.4,-0.27
0.41,-0.285
0.41,-0.28
0.41,-0.275
0.41,-0.265
0.42,-0.27
0.44,-0.27
0.455,-0.26
0.425,-0.275
0.4,-0.28
0.38,-0.285
0.38,-0.285
0.395,-0.28
0.39,-0.285
0.37,-0.275
0.395,-0.265
0.4,-0.26
0.39,-0.27
0.37,-0.28
0.375,-0.275
0.385,-0.265
0.385,-0.255
0.39,-0.25
0.385,-0.25
0.405,-0.265
0.395,-0.265
0.375,-0.27
0.355,-0.265
0.35,-0.26
0.34,-0.265
0.335,-0.275
0.32,-0.275
0.33,-0.27
0.35,-0.265
0.36,-0.265
0.37,-0.27
0.37,-0.275
0.36,-0.285
0.335,-0.275
0.335,-0.27
0.355,-0.27
0.355,-0.27
0.335,-0.27
0.32,-0.28
0.32,-0.27
0.33,-0.265
0.335,-0.265
0.335,-0.265
0.31,-0.26
0.295,-0.255
0.29,-0.26
0.29,-0.26
0.285,-0.265
0.295,-0.26
0.3,-0.26
0.315,-0.25
0.32,-0.24
0.31,-0.245
0.305,-0.255
0.3,-0.26
0.29,-0.25
0.29,-0.245
0.29,-0.24
0.285,-0.24
0.3,-0.24
0.305,-0.245
0.295,-0.24
0.26,-0.245
0.245,-0.24
0.24,-0.235
0.265,-0.245
0.28,-0.26
0.285,-0.265
0.27,-0.265
0.27,-0.25
0.265,-0.24
0.255,-0.24
0.245,-0.25
0.245,-0.25
0.255,-0.24
0.265,-0.24
0.275,-0.245
0.275,-0.255
0.28,-0.255
0.24,-0.26
0.22,-0.26
0.195,-0.24
0.21,-0.24
0.22,-0.245
0.225,-0.255
0.23,-0.235
0.225,-0.24
0.2,-0.25
0.17,-0.23
0.17,-0.225
0.18,-0.23
0.2,-0.215
0.22,-0.21
0.225,-0.21
0.21,-0.22
0.18,-0.23
0.18,-0.22
0.195,-0.205
0.195,-0.215
0.205,-0.23
0.22,-0.24
0.22,-0.23
0.225,-0.205
0.205,-0.195
0.175,-0.215
0.175,-0.205
0.19,-0.205
0.21,-0.215
0.195,-0.23
0.17,-0.215
0.14,-0.2
0.125,-0.215
0.135,-0.205
0.145,-0.195
0.145,-0.195
0.145,-0.2
0.145,-0.195
0.135,-0.185
0.145,-0.19
0.17,-0.2
0.195,-0.21
0.17,-0.205
0.155,-0.2
0.15,-0.195
0.165,-0.185
0.165,-0.18
0.15,-0.18
0.13,-0.17
0.12,-0.16
0.12,-0.16
0.135,-0.175
0.135,-0.165
0.135,-0.16
0.125,-0.16
0.14,-0.155
0.14,-0.17
0.135,-0.18
0.135,-0.155
0.115,-0.17
0.105,-0.165
0.11,-0.13
0.095,-0.17
0.085,-0.175
0.08,-0.155
0.065,-0.155
0.06,-0.16
0.07,-0.155
0.09,-0.16
0.1,-0.16
0.11,-0.145
0.11,-0.15
0.11,-0.14
0.1,-0.15
0.085,-0.16
0.085,-0.16
0.1,-0.155
0.115,-0.15
0.09,-0.145
0.055,-0.135
0.04,-0.13
0.055,-0.14
0.065,-0.15
0.065,-0.155
0.045,-0.145
0.035,-0.145
0.05,-0.135
0.085,-0.125
0.085,-0.14
0.08,-0.135
0.075,-0.125
0.06,-0.13
0.04,-0.13
0.025,-0.125
0.025,-0.125
0.04,-0.125
0.05,-0.125
0.055,-0.14
0.055,-0.135
0.055,-0.13
0.045,-0.13
0.05,-0.105
0.055,-0.105
0.06,-0.12
0.06,-0.125
0.05,-0.105
0.035,-0.085
0.04,-0.085
0.015,-0.09
0.02,-0.085
0.02,-0.095
0.045,-0.09
0.04,-0.085
0.01,-0.09
-0.025,-0.085
-0.02,-0.085
-0.005,-0.09
-0.005,-0.08
-0.005,-0.075
-0.005,-0.07
-0.015,-0.075
-0.005,-0.085
0.01,-0.09
0.03,-0.08
0.02,-0.095
0.01,-0.085
0.0,-0.065
0.0,-0.08
0.01,-0.085
0.02,-0.09
0.01,-0.09
-0.015,-0.095
-0.025,-0.095
-0.015,-0.09
-0.015,-0.09
-0.01,-0.09
0.01,-0.095
0.005,-0.085
-0.005,-0.08
-0.015,-0.075
-0.015,-0.075
-0.01,-0.07
-0.02,-0.065
-0.015,-0.065
-0.035,-0.06
-0.025,-0.06
-0.035,-0.07
-0.035,-0.055
-0.035,-0.06
-0.025,-0.075
-0.015,-0.075
-0.02,-0.065
-0.035,-0.06
-0.045,-0.08
-0.05,-0.065
-0.035,-0.05
-0.01,-0.05
-0.01,-0.05
-0.01,-0.055
-0.01,-0.055
-0.025,-0.055
-0.02,-0.05
-0.015,-0.055
-0.04,-0.055
-0.04,-0.065
-0.035,-0.065
-0.04,-0.045
-0.03,-0.04
-0.02,-0.04
-0.02,-0.055
-0.025,-0.04
-0.03,-0.035
-0.03,-0.04
-0.02,-0.06
-0.005,-0.055
0.005,-0.045
-0.005,-0.045
-0.03,-0.04
-0.035,-0.035
-0.045,-0.035
-0.015,-0.025
-0.025,-0.025
-0.035,-0.035
-0.02,-0.03
-0.025,-0.025
-0.045,-0.025
-0.055,-0.025
-0.055,-0.025
-0.04,-0.02
-0.03,-0.02
-0.01,-0.01
0.005,-0.005
0.0,-0.015
-0.03,-0.01
-0.045,-0.005
-0.04,0.0
-0.04,0.005
-0.025,0.0
-0.02,-0.015
-0.02,-0.01
-0.02,0.01
-0.025,0.025
-0.02,0.025
-0.025,0.01
-0.035,-0.005
-0.035,-0.015
-0.045,-0.01
-0.05,-0.005
-0.06,-0.005
-0.06,0.02
-0.055,0.01
-0.06,-0.005
-0.055,0.005
-0.045,0.01
-0.035,0.005
-0.035,0.0
-0.04,0.025
-0.04,0.025
-0.05,0.035
-0.035,0.015
-0.03,0.01
-0.02,0.025
-0.025,0.025
-0.03,0.015
-0.03,0.01
-0.03,0.035
-0.03,0.035
-0.03,0.025
-0.02,0.025
-0.045,0.025
-0.07,0.025
-0.085,0.025
-0.085,0.025
-0.06,0.04
-0.03,0.05
-0.015,0.03
-0.01,0.025
-0.01,0.025
-0.015,0.035
-0.015,0.05
-0.015,0.045
-0.025,0.025
-0.03,0.04
-0.025,0.045
-0.005,0.045
-0.005,0.045
0.0,0.03
0.005,0.015
0.005,0.02
-0.01,0.025
-0.02,0.03
-0.02,0.03
-0.025,0.03
-0.025,0.025
-0.03,0.02
-0.035,0.02
-0.035,0.025
-0.025,0.02
-0.025,0.02
-0.02,0.03
-0.015,0.04
-0.04,0.04
-0.03,0.04
-0.015,0.035
-0.01,0.02
-0.02,0.015
-0.025,0.02
-0.03,0.04
-0.04,0.045
-0.03,0.05
-0.015,0.045
-0.04,0.03
-0.045,0.03
-0.045,0.035
-0.05,0.035
-0.045,0.045
-0.04,0.045
-0.045,0.035
-0.045,0.035
-0.04,0.04
-0.035,0.06
-0.015,0.055
-0.02,0.05
-0.035,0.05
-0.05,0.045
-0.05,0.05
-0.04,0.06
-0.045,0.06
-0.025,0.045
-0.03,0.04
-0.03,0.06
-0.04,0.06
-0.04,0.06
-0.025,0.07
-0.035,0.06
-0.04,0.05
-0.045,0.04
-0.045,0.045
-0.04,0.06
-0.04,0.07
-0.035,0.06
-0.045,0.06
-0.055,0.06
-0.045,0.06
-0.04,0.07
-0.03,0.07
-0.02,0.06
-0.025,0.06
-0.035,0.06
-0.04,0.065
-0.04,0.065
-0.04,0.07
-0.035,0.065
-0.04,0.07
-0.05,0.07
-0.05,0.075
-0.04,0.08
-0.04,0.075
-0.045,0.075
-0.05,0.08
-0.05,0.08
-0.04,0.075
-0.035,0.07
-0.03,0.07
-0.055,0.075
-0.055,0.07
-0.07,0.08
-0.06,0.08
-0.06,0.085
-0.07,0.085
-0.065,0.08
-0.06,0.08
-0.065,0.085
-0.075,0.085
-0.075,0.095
-0.07,0.09
-0.085,0.06
-0.085,0.07
-0.085,0.08
-0.075,0.075
-0.07,0.085
-0.065,0.09
-0.07,0.09
-0.075,0.09
-0.08,0.09
-0.075,0.09
-0.075,0.1
-0.075,0.095
-0.085,0.08
-0.115,0.06
-0.11,0.08
-0.105,0.095
-0.115,0.11
-0.115,0.095
-0.105,0.085
-0.095,0.08
-0.11,0.08
-0.11,0.085
-0.105,0.095
-0.105,0.095
-0.12,0.105
-0.125,0.105
-0.115,0.105
-0.13,0.105
-0.135,0.095
-0.135,0.085
-0.135,0.08
-0.135,0.095
-0.14,0.115
-0.14,0.115
-0.135,0.11
-0.145,0.105
-0.165,0.105
-0.14,0.105
-0.125,0.11
-0.135,0.12
-0.14,0.12
-0.155,0.115
-0.17,0.115
-0.155,0.11
-0.155,0.11
-0.165,0.12
-0.165,0.11
-0.155,0.11
-0.16,0.115
-0.185,0.12
-0.175,0.125
-0.17,0.125
-0.165,0.11
-0.165,0.11
-0.165,0.105
-0.175,0.11
-0.175,0.105
-0.175,0.11
-0.175,0.115
-0.185,0.12
-0.165,0.09
-0.175,0.09
-0.18,0.1
-0.165,0.12
-0.16,0.125
-0.17,0.11
-0.165,0.11
-0.155,0.12
-0.15,0.12
-0.15,0.105
-0.17,0.105
-0.175,0.115
-0.165,0.105
-0.17,0.12
-0.17,0.13
-0.16,0.13
-0.16,0.13
-0.155,0.12
-0.155,0.115
-0.16,0.11
-0.165,0.115
-0.16,0.125
-0.155,0.125
-0.15,0.12
-0.155,0.115
-0.165,0.125
-0.16,0.14
-0.155,0.145
-0.155,0.145
-0.155,0.125
-0.155,0.125
-0.16,0.13
-0.16,0.13
-0.16,0.13
-0.165,0.135
-0.165,0.135
-0.15,0.125
-0.145,0.13
-0.155,0.15
-0.155,0.14
-0.16,0.135
-0.17,0.13
-0.165,0.12
-0.155,0.12
-0.155,0.135
-0.175,0.135
-0.175,0.14
-0.17,0.135
-0.17,0.125
-0.175,0.13
-0.18,0.135
-0.18,0.145
-0.175,0.125
-0.17,0.12
-0.165,0.13
-0.16,0.165
-0.155,0.15
-0.155,0.135
-0.155,0.145
-0.16,0.15
-0.165,0.145
-0.16,0.135
-0.16,0.14
-0.165,0.145
-0.175,0.14
-0.15,0.135
-0.145,0.13
-0.15,0.14
-0.155,0.155
-0.155,0.15
-0.145,0.14
-0.145,0.14
-0.135,0.14
-0.13,0.145
-0.14,0.16
-0.14,0.13
-0.145,0.12
-0.14,0.125
-0.14,0.13
-0.145,0.14
-0.14,0.145
-0.14,0.145
-0.15,0.145
-0.16,0.14
