"EM noise, signal 0","EM noise, signal 1"
0.525,-0.08
0.545,-0.085
0.59,-0.09
0.615,-0.105
0.57,-0.145
0.47,-0.14
0.415,-0.115
0.425,-0.085
0.39,-0.095
0.335,-0.1
0.275,-0.09
0.245,-0.075
0.24,-0.07
0.26,-0.07
0.315,-0.07
0.38,-0.07
0.45,-0.085
0.535,-0.11
0.595,-0.115
0.625,-0.135
0.63,-0.175
0.59,-0.185
0.59,-0.21
0.6,-0.24
0.52,-0.225
0.485,-0.215
0.46,-0.205
0.445,-0.21
0.44,-0.22
0.44,-0.23
0.44,-0.23
0.635,-0.25
0.79,-0.25
0.915,-0.24
0.86,-0.25
0.74,-0.255
0.61,-0.26
0.56,-0.26
0.595,-0.27
0.65,-0.27
0.695,-0.26
0.76,-0.22
0.77,-0.185
0.7,-0.16
0.755,-0.115
0.83,-0.09
0.895,-0.08
0.835,-0.135
0.835,-0.125
0.9,-0.1
1.06,-0.1
1.165,-0.12
1.245,-0.14
1.315,-0.14
1.26,-0.145
1.21,-0.145
1.165,-0.13
1.225,-0.115
1.29,-0.145
1.345,-0.195
1.37,-0.23
1.35,-0.245
1.28,-0.255
1.155,-0.28
1.175,-0.265
1.2,-0.25
1.2,-0.25
1.145,-0.24
1.12,-0.23
1.125,-0.22
1.085,-0.18
1.07,-0.17
1.06,-0.185
1.03,-0.205
1.015,-0.2
1.02,-0.18
1.055,-0.17
1.045,-0.17
1.03,-0.17
1.02,-0.155
1.035,-0.175
1.025,-0.185
0.995,-0.19
0.97,-0.17
0.945,-0.155
0.925,-0.125
0.91,-0.07
0.895,-0.07
0.88,-0.08
0.88,-0.085
0.9,-0.115
0.91,-0.13
0.91,-0.14
0.88,-0.14
0.825,-0.135
0.77,-0.125
0.755,-0.1
0.735,-0.08
0.715,-0.065
0.7,-0.055
0.69,-0.05
0.67,-0.04
0.685,-0.045
0.605,-0.02
0.575,-0.02
0.545,-0.04
0.485,-0.055
0.455,-0.06
0.44,-0.055
0.46,-0.055
0.465,-0.065
0.46,-0.08
0.43,-0.105
0.4,-0.115
0.365,-0.12
0.325,-0.11
0.31,-0.11
0.3,-0.105
0.3,-0.105
0.265,-0.105
0.22,-0.1
0.185,-0.09
0.185,-0.105
0.195,-0.105
0.21,-0.095
0.21,-0.1
0.23,-0.125
0.25,-0.14
0.27,-0.13
0.255,-0.14
0.235,-0.155
0.215,-0.17
0.23,-0.15
0.235,-0.15
0.24,-0.155
0.24,-0.16
0.225,-0.155
0.2,-0.15
0.215,-0.145
0.16,-0.165
0.165,-0.16
0.165,-0.17
0.17,-0.185
0.175,-0.185
0.185,-0.175
0.18,-0.18
0.17,-0.205
0.16,-0.225
0.14,-0.225
0.16,-0.24
0.17,-0.265
0.15,-0.295
0.165,-0.285
0.185,-0.28
0.205,-0.29
0.24,-0.285
0.255,-0.265
0.26,-0.25
0.26,-0.27
0.235,-0.28
0.22,-0.285
0.21,-0.28
0.175,-0.28
0.16,-0.285
0.17,-0.28
0.2,-0.295
0.21,-0.305
0.215,-0.31
0.185,-0.325
0.18,-0.33
0.185,-0.335
0.185,-0.345
0.22,-0.345
0.25,-0.34
0.25,-0.34
0.245,-0.365
0.235,-0.375
0.22,-0.375
0.23,-0.375
0.245,-0.375
0.265,-0.37
0.29,-0.38
0.325,-0.385
0.35,-0.39
0.35,-0.425
0.35,-0.435
0.35,-0.435
0.365,-0.42
0.39,-0.44
0.395,-0.45
0.385,-0.45
0.395,-0.45
0.405,-0.45
0.42,-0.44
0.455,-0.44
0.47,-0.445
0.48,-0.45
0.48,-0.45
0.45,-0.465
0.425,-0.475
0.4,-0.47
0.4,-0.475
0.405,-0.48
0.41,-0.49
0.435,-0.49
0.455,-0.485
0.475,-0.49
0.5,-0.5
0.505,-0.515
0.505,-0.525
0.5,-0.525
0.545,-0.54
0.56,-0.535
0.575,-0.525
0.575,-0.52
0.575,-0.52
0.59,-0.535
0.6,-0.53
0.605,-0.53
0.615,-0.535
0.63,-0.525
0.635,-0.52
0.635,-0.525
0.645,-0.54
0.645,-0.54
0.65,-0.54
0.655,-0.53
0.645,-0.53
0.635,-0.53
0.63,-0.52
0.64,-0.52
0.655,-0.515
0.665,-0.51
0.665,-0.515
0.66,-0.52
0.65,-0.52
0.635,-0.51
0.635,-0.515
0.67,-0.52
0.715,-0.525
0.695,-0.54
0.67,-0.55
0.635,-0.55
0.605,-0.52
0.595,-0.515
0.58,-0.515
0.585,-0.52
0.58,-0.495
0.6,-0.505
0.62,-0.515
0.635,-0.515
0.635,-0.51
0.61,-0.51
0.555,-0.51
0.525,-0.485
0.53,-0.46
0.59,-0.46
0.63,-0.485
0.625,-0.49
0.57,-0.47
0.57,-0.475
0.57,-0.47
0.575,-0.445
0.55,-0.425
0.54,-0.415
0.53,-0.405
0.495,-0.405
0.48,-0.395
0.46,-0.385
0.445,-0.385
0.42,-0.365
0.405,-0.355
0.405,-0.35
0.4,-0.35
0.395,-0.35
0.4,-0.365
0.4,-0.355
0.405,-0.35
0.41,-0.35
0.41,-0.33
0.41,-0.345
0.415,-0.36
0.415,-0.36
0.445,-0.365
0.465,-0.355
0.485,-0.35
0.52,-0.345
0.545,-0.34
0.57,-0.345
0.575,-0.345
0.565,-0.35
0.55,-0.335
0.57,-0.3
0.6,-0.295
0.61,-0.3
0.59,-0.31
0.595,-0.3
0.605,-0.295
0.62,-0.305
0.63,-0.305
0.65,-0.29
0.665,-0.28
0.665,-0.28
0.68,-0.28
0.695,-0.285
0.675,-0.28
0.66,-0.275
0.66,-0.27
0.675,-0.28
0.675,-0.275
0.67,-0.27
0.655,-0.28
0.68,-0.255
0.735,-0.25
0.79,-0.26
0.835,-0.245
0.845,-0.24
0.845,-0.24
0.845,-0.24
0.82,-0.235
0.82,-0.22
0.865,-0.195
0.945,-0.185
1.03,-0.185
1.105,-0.2
1.155,-0.215
1.21,-0.235
1.25,-0.25
1.25,-0.25
1.245,-0.23
1.23,-0.22
1.2,-0.22
1.205,-0.22
1.21,-0.225
1.205,-0.225
1.17,-0.24
1.105,-0.245
1.04,-0.24
1.005,-0.24
0.96,-0.23
0.91,-0.22
0.865,-0.23
0.79,-0.23
0.72,-0.225
0.655,-0.215
0.655,-0.19
0.645,-0.18
0.63,-0.19
0.63,-0.215
0.63,-0.21
0.635,-0.195
0.64,-0.18
0.645,-0.19
0.645,-0.195
0.645,-0.205
0.7,-0.17
0.745,-0.17
0.78,-0.16
0.765,-0.185
0.76,-0.19
0.77,-0.175
0.77,-0.175
0.785,-0.17
0.815,-0.17
0.855,-0.18
0.875,-0.17
0.895,-0.165
0.915,-0.185
0.92,-0.195
0.93,-0.2
0.94,-0.21
0.925,-0.195
0.91,-0.19
0.895,-0.185
0.905,-0.165
0.905,-0.16
0.9,-0.16
0.905,-0.17
0.91,-0.175
0.92,-0.18
0.935,-0.19
0.91,-0.19
0.88,-0.195
0.85,-0.195
0.86,-0.21
0.85,-0.215
0.83,-0.215
0.825,-0.185
0.855,-0.2
0.875,-0.22
0.88,-0.215
0.79,-0.23
0.755,-0.205
0.77,-0.175
0.815,-0.2
0.81,-0.21
0.77,-0.2
0.69,-0.215
0.69,-0.22
0.71,-0.22
0.72,-0.23
0.7,-0.2
0.685,-0.18
0.695,-0.17
0.595,-0.195
0.62,-0.185
0.72,-0.155
0.735,-0.175
0.615,-0.19
0.475,-0.185
0.41,-0.14
0.525,-0.125
0.61,-0.13
0.585,-0.155
0.435,-0.12
0.395,-0.075
0.49,-0.035
0.755,-0.125
0.78,-0.225
0.665,-0.305
0.555,-0.23
0.59,-0.185
0.67,-0.18
0.72,-0.24
0.685,-0.25
0.635,-0.24
0.655,-0.245
0.595,-0.235
0.6,-0.25
0.58,-0.26
0.565,-0.26
0.55,-0.27
0.54,-0.285
0.525,-0.3
0.545,-0.3
0.565,-0.295
0.565,-0.295
0.575,-0.3
0.605,-0.31
0.645,-0.305
0.58,-0.305
0.535,-0.305
0.52,-0.32
0.63,-0.305
0.74,-0.305
0.82,-0.31
0.82,-0.31
0.81,-0.305
0.8,-0.295
0.81,-0.285
0.77,-0.295
0.725,-0.3
0.68,-0.29
0.685,-0.285
0.655,-0.28
0.625,-0.27
0.705,-0.27
0.89,-0.28
1.075,-0.295
1.185,-0.295
1.145,-0.29
1.105,-0.295
1.105,-0.295
1.11,-0.305
1.13,-0.3
1.165,-0.275
1.26,-0.27
1.345,-0.265
1.415,-0.27
1.415,-0.285
1.44,-0.265
1.475,-0.24
1.505,-0.23
1.475,-0.225
1.45,-0.23
1.44,-0.25
1.43,-0.26
1.405,-0.285
1.365,-0.315
1.275,-0.335
1.195,-0.34
1.13,-0.33
1.105,-0.3
1.125,-0.295
1.155,-0.29
1.18,-0.29
1.195,-0.285
1.19,-0.285
1.17,-0.295
1.17,-0.265
1.17,-0.245
1.185,-0.23
1.2,-0.235
1.2,-0.22
1.2,-0.195
1.22,-0.18
1.245,-0.175
1.26,-0.17
1.26,-0.17
1.235,-0.165
1.23,-0.16
1.24,-0.18
1.17,-0.19
1.13,-0.195
1.1,-0.195
1.075,-0.19
1.04,-0.18
1.02,-0.175
1.035,-0.18
1.02,-0.19
0.99,-0.195
0.95,-0.19
0.905,-0.2
0.865,-0.21
0.83,-0.2
0.79,-0.19
0.765,-0.19
0.75,-0.19
0.72,-0.17
0.695,-0.165
0.67,-0.16
0.655,-0.15
0.64,-0.135
0.61,-0.12
0.565,-0.11
0.565,-0.12
0.56,-0.125
0.54,-0.12
0.485,-0.13
0.45,-0.145
0.43,-0.155
0.43,-0.155
0.41,-0.165
0.395,-0.175
0.395,-0.175
0.34,-0.19
0.27,-0.2
0.205,-0.205
0.19,-0.205
0.185,-0.185
0.185,-0.155
0.185,-0.175
0.17,-0.185
0.155,-0.19
0.17,-0.19
0.17,-0.19
0.165,-0.2
0.165,-0.215
0.165,-0.205
0.135,-0.21
0.08,-0.235
0.025,-0.235
0.01,-0.25
0.005,-0.265
0.005,-0.29
-0.025,-0.315
-0.06,-0.32
-0.085,-0.285
-0.08,-0.27
-0.08,-0.27
-0.1,-0.28
-0.115,-0.265
-0.145,-0.255
-0.185,-0.265
-0.17,-0.265
-0.165,-0.25
-0.16,-0.24
-0.155,-0.25
-0.15,-0.25
-0.155,-0.24
-0.15,-0.24
-0.195,-0.255
-0.195,-0.255
-0.175,-0.255
-0.175,-0.27
-0.2,-0.28
-0.235,-0.28
-0.225,-0.275
-0.215,-0.28
-0.2,-0.29
-0.16,-0.28
-0.2,-0.275
-0.23,-0.28
-0.225,-0.28
-0.235,-0.28
-0.23,-0.28
-0.21,-0.29
-0.21,-0.275
-0.225,-0.27
-0.24,-0.27
-0.275,-0.28
-0.305,-0.29
-0.32,-0.295
-0.315,-0.285
-0.3,-0.29
-0.29,-0.3
-0.285,-0.315
-0.285,-0.315
-0.29,-0.32
-0.295,-0.325
-0.29,-0.32
-0.285,-0.32
-0.28,-0.325
-0.27,-0.33
-0.255,-0.34
-0.245,-0.345
-0.245,-0.345
-0.275,-0.365
-0.28,-0.375
-0.26,-0.37
-0.27,-0.39
-0.275,-0.395
-0.28,-0.385
-0.29,-0.385
-0.295,-0.385
-0.29,-0.395
-0.28,-0.415
-0.275,-0.425
-0.27,-0.435
-0.265,-0.43
-0.265,-0.445
-0.255,-0.445
-0.245,-0.43
-0.24,-0.435
-0.235,-0.44
-0.23,-0.435
-0.205,-0.435
-0.2,-0.43
-0.2,-0.42
-0.2,-0.425
-0.205,-0.435
-0.2,-0.44
-0.185,-0.435
-0.19,-0.44
-0.19,-0.43
-0.18,-0.41
-0.195,-0.43
-0.22,-0.43
-0.245,-0.415
-0.265,-0.395
-0.26,-0.39
-0.25,-0.395
-0.25,-0.395
-0.215,-0.38
-0.21,-0.385
-0.23,-0.4
-0.225,-0.4
-0.215,-0.385
-0.2,-0.365
-0.2,-0.375
-0.19,-0.365
-0.175,-0.345
-0.17,-0.345
-0.18,-0.35
-0.2,-0.35
-0.22,-0.335
-0.215,-0.32
-0.205,-0.3
-0.19,-0.285
-0.22,-0.28
-0.24,-0.27
-0.25,-0.265
-0.235,-0.245
-0.23,-0.25
-0.235,-0.26
-0.24,-0.25
-0.255,-0.235
-0.27,-0.23
-0.29,-0.24
-0.29,-0.225
-0.29,-0.22
-0.3,-0.215
-0.295,-0.215
-0.29,-0.21
-0.285,-0.205
-0.285,-0.205
-0.285,-0.21
-0.3,-0.21
-0.29,-0.205
-0.305,-0.205
-0.295,-0.195
-0.29,-0.205
-0.315,-0.19
-0.335,-0.185
-0.355,-0.18
-0.395,-0.165
-0.415,-0.155
-0.435,-0.15
-0.455,-0.145
-0.48,-0.14
-0.495,-0.125
-0.49,-0.095
-0.44,-0.075
-0.395,-0.075
-0.365,-0.095
-0.37,-0.095
-0.39,-0.07
-0.405,-0.04
-0.425,-0.015
-0.42,-0.005
-0.405,-0.01
-0.405,-0.035
-0.37,-0.035
-0.32,-0.03
-0.255,-0.025
-0.3,-0.03
-0.35,-0.025
-0.395,-0.005
-0.38,0.025
-0.335,0.045
-0.3,0.055
-0.325,0.055
-0.345,0.05
-0.345,0.055
-0.36,0.055
-0.305,0.055
-0.305,0.055
-0.29,0.065
-0.295,0.045
-0.305,0.035
-0.31,0.04
-0.27,0.065
-0.24,0.07
-0.205,0.065
-0.16,0.05
-0.115,0.045
-0.065,0.04
-0.02,0.035
0.03,0.035
0.075,0.035
0.105,0.045
0.125,0.05
0.115,0.05
0.075,0.045
0.01,0.045
-0.02,0.035
-0.03,0.035
-0.02,0.05
-0.105,0.05
-0.18,0.05
-0.24,0.07
-0.31,0.06
-0.385,0.06
-0.46,0.07
-0.51,0.065
-0.57,0.05
-0.62,0.04
-0.65,0.055
-0.655,0.055
-0.655,0.055
-0.655,0.045
-0.635,0.06
-0.63,0.05
-0.64,0.05
-0.665,0.055
-0.675,0.085
-0.655,0.11
-0.615,0.085
-0.6,0.095
-0.595,0.115
-0.585,0.115
-0.545,0.12
-0.52,0.12
-0.515,0.11
-0.505,0.11
-0.49,0.11
-0.465,0.12
-0.445,0.135
-0.425,0.14
-0.42,0.135
-0.47,0.14
-0.445,0.17
-0.38,0.185
-0.285,0.17
-0.28,0.135
-0.28,0.12
-0.3,0.14
-0.31,0.145
-0.335,0.15
-0.355,0.15
-0.305,0.15
-0.275,0.135
-0.285,0.12
-0.37,0.12
-0.32,0.14
-0.275,0.155
-0.275,0.155
-0.285,0.15
-0.335,0.15
-0.4,0.165
-0.415,0.21
-0.36,0.215
-0.27,0.18
-0.19,0.105
-0.26,0.065
-0.375,0.065
-0.49,0.13
-0.455,0.175
-0.405,0.19
-0.365,0.17
-0.38,0.12
-0.4,0.1
-0.435,0.095
-0.52,0.13
-0.545,0.155
-0.55,0.175
-0.585,0.165
-0.635,0.16
-0.705,0.155
-0.785,0.155
-0.88,0.16
-0.895,0.18
-0.82,0.22
-0.76,0.185
-0.815,0.17
-0.93,0.17
-1.025,0.215
-1.005,0.25
-0.955,0.26
-0.925,0.21
-0.925,0.165
-0.935,0.135
-0.935,0.135
-0.935,0.14
-0.935,0.125
-0.96,0.105
-1.0,0.09
-1.035,0.1
-1.065,0.125
-1.085,0.15
-1.1,0.15
-1.075,0.14
-0.97,0.14
-0.89,0.135
-0.815,0.13
-0.755,0.14
-0.78,0.14
-0.83,0.14
-0.895,0.14
-0.88,0.13
-0.815,0.125
-0.73,0.125
-0.66,0.13
-0.7,0.115
-0.72,0.09
-0.67,0.075
-0.64,0.095
-0.615,0.12
-0.595,0.14
-0.56,0.155
-0.41,0.17
-0.195,0.18
0.015,0.175
0.11,0.155
0.155,0.14
0.155,0.15
0.245,0.175
0.315,0.185
0.31,0.19
0.285,0.16
0.29,0.16
0.36,0.18
0.455,0.145
0.48,0.15
0.445,0.17
0.35,0.175
0.155,0.15
-0.075,0.105
-0.33,0.06
-0.545,0.08
-0.695,0.095
-0.77,0.105
-0.76,0.115
-0.745,0.15
-0.71,0.195
-0.64,0.25
-0.585,0.305
-0.55,0.35
-0.57,0.355
-0.575,0.365
-0.56,0.355
-0.52,0.315
-0.505,0.29
-0.515,0.295
-0.555,0.33
-0.555,0.325
-0.52,0.315
-0.45,0.305
-0.39,0.305
-0.375,0.31
-0.36,0.315
-0.315,0.31
-0.295,0.305
-0.25,0.31
-0.285,0.31
-0.14,0.285
-0.105,0.28
-0.06,0.285
-0.065,0.345
-0.195,0.345
-0.365,0.32
-0.465,0.335
-0.59,0.335
-0.685,0.315
-0.735,0.27
-0.745,0.27
-0.755,0.285
-0.75,0.295
-0.72,0.33
-0.695,0.34
-0.675,0.325
-0.735,0.345
-0.75,0.385
-0.74,0.415
-0.705,0.435
-0.7,0.44
-0.71,0.445
-0.705,0.445
-0.735,0.48
-0.765,0.5
-0.79,0.52
-0.76,0.53
-0.77,0.52
-0.82,0.5
-0.9,0.51
-0.96,0.51
-1.01,0.495
-1.025,0.48
-1.06,0.455
-1.08,0.435
-1.08,0.44
-1.07,0.415
-1.09,0.405
-1.135,0.39
-1.145,0.375
-1.165,0.365
-1.195,0.375
-1.22,0.375
-1.215,0.375
-1.195,0.385
-1.185,0.395
-1.175,0.395
-1.17,0.385
-1.18,0.395
-1.18,0.37
-1.175,0.35
-1.17,0.34
-1.205,0.32
-1.22,0.315
-1.225,0.315
-1.225,0.3
-1.255,0.295
-1.285,0.295
-1.31,0.305
-1.305,0.31
-1.3,0.325
-1.31,0.355
-1.32,0.35
-1.305,0.345
-1.28,0.335
-1.28,0.34
-1.295,0.345
-1.32,0.34
-1.335,0.325
-1.325,0.33
-1.315,0.345
-1.315,0.34
-1.305,0.39
-1.3,0.405
-1.31,0.4
-1.295,0.4
-1.29,0.395
-1.29,0.38
-1.29,0.4
-1.305,0.4
-1.32,0.395
-1.32,0.395
-1.325,0.395
-1.325,0.39
-1.315,0.405
-1.32,0.405
-1.32,0.405
-1.31,0.4
-1.305,0.39
-1.295,0.385
-1.29,0.38
-1.305,0.37
-1.3,0.365
-1.29,0.365
-1.3,0.365
-1.31,0.355
-1.315,0.345
-1.31,0.335
-1.275,0.32
-1.265,0.315
-1.28,0.315
-1.27,0.315
-1.25,0.32
-1.22,0.315
-1.175,0.32
-1.15,0.32
-1.13,0.31
-1.135,0.31
-1.11,0.29
-1.105,0.28
-1.1,0.265
-1.085,0.265
-1.075,0.26
-1.07,0.245
-1.07,0.24
-1.065,0.235
-1.07,0.23
-1.095,0.23
-1.09,0.23
-1.08,0.21
-1.09,0.19
-1.095,0.19
-1.1,0.195
-1.1,0.185
-1.1,0.17
-1.09,0.165
-1.08,0.165
-1.07,0.165
-1.075,0.165
-1.085,0.155
-1.08,0.165
-1.055,0.145
-1.04,0.135
-1.03,0.155
-1.04,0.14
-1.045,0.13
-1.055,0.125
-1.07,0.135
-1.06,0.15
-1.035,0.16
-1.0,0.155
-1.005,0.155
-1.03,0.165
-1.015,0.16
-1.09,0.18
-1.105,0.19
-1.13,0.215
-1.17,0.23
-1.19,0.25
-1.185,0.275
-1.11,0.275
-0.995,0.255
-0.895,0.225
-0.84,0.185
-0.83,0.16
-0.865,0.15
-0.945,0.17
-0.97,0.205
-0.98,0.235
-0.96,0.25
-0.895,0.24
-0.845,0.235
-0.835,0.235
-0.905,0.235
-0.93,0.24
-0.945,0.25
-0.95,0.25
-0.945,0.265
-0.935,0.275
-0.92,0.265
-0.92,0.255
-0.91,0.265
-0.89,0.29
-0.87,0.305
-0.85,0.315
-0.825,0.325
-0.805,0.325
-0.795,0.315
-0.79,0.31
-0.79,0.31
-0.79,0.355
-0.8,0.375
-0.805,0.37
-0.76,0.4
-0.725,0.415
-0.71,0.43
-0.76,0.43
-0.8,0.435
-0.83,0.435
-0.855,0.435
-0.875,0.455
-0.885,0.475
-0.875,0.485
-0.875,0.45
-0.885,0.43
-0.905,0.435
-0.925,0.46
-0.925,0.455
-0.915,0.44
-0.915,0.445
-0.91,0.47
-0.9,0.495
-0.885,0.52
-0.87,0.51
-0.845,0.495
-0.815,0.475
-0.855,0.475
-0.895,0.47
-0.925,0.48
-0.865,0.48
-0.8,0.475
-0.745,0.46
-0.72,0.43
-0.675,0.43
-0.61,0.44
-0.645,0.44
-0.4,0.4
-0.29,0.38
-0.19,0.39
-0.13,0.355
-0.065,0.345
0.02,0.355
0.15,0.335
0.23,0.32
0.28,0.305
0.295,0.3
0.3,0.31
0.285,0.32
0.255,0.315
0.22,0.31
0.16,0.305
0.09,0.31
0.035,0.31
-0.035,0.305
-0.115,0.3
-0.205,0.31
-0.275,0.315
-0.34,0.315
-0.41,0.33
-0.465,0.34
-0.51,0.345
-0.555,0.34
-0.585,0.33
-0.605,0.325
-0.615,0.315
-0.635,0.305
-0.645,0.31
-0.65,0.32
-0.66,0.315
-0.67,0.31
-0.675,0.315
-0.68,0.315
-0.67,0.31
-0.685,0.3
-0.705,0.3
-0.74,0.315
-0.7,0.33
-0.635,0.345
-0.62,0.31
-0.625,0.305
-0.63,0.315
-0.605,0.33
-0.62,0.315
-0.64,0.3
-0.66,0.31
-0.585,0.34
-0.555,0.335
-0.55,0.305
-0.58,0.31
-0.59,0.31
-0.59,0.305
-0.595,0.295
-0.605,0.3
-0.635,0.32
-0.685,0.335
-0.64,0.37
-0.58,0.355
-0.53,0.3
-0.63,0.3
-0.665,0.315
-0.65,0.345
-0.52,0.32
-0.52,0.265
-0.58,0.23
-0.665,0.275
-0.74,0.315
-0.785,0.355
-0.785,0.345
-0.7,0.36
-0.655,0.32
-0.685,0.275
-0.775,0.275
-0.805,0.28
-0.815,0.295
-0.835,0.27
-0.87,0.26
-0.895,0.27
-0.875,0.285
-0.81,0.27
-0.81,0.26
-0.9,0.275
-0.96,0.32
-1.01,0.34
-1.06,0.335
-1.115,0.34
-1.135,0.345
-1.125,0.34
-1.075,0.34
-1.02,0.33
-1.0,0.32
-1.045,0.32
-1.115,0.325
-1.14,0.33
-1.11,0.325
-1.025,0.34
-0.935,0.345
-0.86,0.34
-0.87,0.34
-1.005,0.325
-1.145,0.315
-1.21,0.325
-1.175,0.33
-1.115,0.335
-1.14,0.335
-0.97,0.305
-0.92,0.295
-0.9,0.285
-0.98,0.28
-1.065,0.27
-1.15,0.255
-1.2,0.275
-1.16,0.28
-1.065,0.28
-0.94,0.27
-0.91,0.26
-0.9,0.265
-0.91,0.29
-0.885,0.28
-0.88,0.275
-0.915,0.29
-0.975,0.305
-0.995,0.33
-0.97,0.35
-0.895,0.345
-0.82,0.3
-0.765,0.27
-0.74,0.265
-0.735,0.26
-0.74,0.28
-0.755,0.31
-0.755,0.31
-0.755,0.305
-0.77,0.31
-0.785,0.31
-0.785,0.315
-0.775,0.305
-0.775,0.28
-0.825,0.27
-0.875,0.265
-0.86,0.265
-0.955,0.24
-0.98,0.23
-0.99,0.24
-0.98,0.255
-0.95,0.29
-0.9,0.335
-0.83,0.38
-0.785,0.39
-0.745,0.395
-0.715,0.395
-0.705,0.4
-0.69,0.4
-0.67,0.375
-0.68,0.385
-0.71,0.385
-0.745,0.37
-0.78,0.39
-0.815,0.395
-0.845,0.39
-0.845,0.41
-0.855,0.39
-0.865,0.36
-0.885,0.34
-0.92,0.295
-0.95,0.27
-0.98,0.27
-1.03,0.275
-1.03,0.28
-1.005,0.29
-1.03,0.28
-1.03,0.27
-1.005,0.26
-0.97,0.275
-0.95,0.285
-0.94,0.295
-0.94,0.29
-0.925,0.32
-0.915,0.32
-0.925,0.32
-0.945,0.32
-0.99,0.305
-1.035,0.285
-1.06,0.28
-1.08,0.275
-1.08,0.275
-1.055,0.285
-1.075,0.29
-1.095,0.3
-1.11,0.31
-1.12,0.32
-1.145,0.335
-1.18,0.345
-1.205,0.33
-1.22,0.335
-1.22,0.35
-1.2,0.36
-1.215,0.345
-1.245,0.325
-1.275,0.33
-1.27,0.35
-1.255,0.35
-1.235,0.33
-1.22,0.34
-1.21,0.325
-1.21,0.3
-1.18,0.3
-1.18,0.285
-1.205,0.26
-1.26,0.225
-1.295,0.225
-1.3,0.235
-1.315,0.23
-1.215,0.245
-1.19,0.25
-1.175,0.275
-1.19,0.29
-1.2,0.29
-1.2,0.275
-1.15,0.275
-1.12,0.28
-1.1,0.28
-1.105,0.28
-1.15,0.28
-1.175,0.295
-1.17,0.305
-1.16,0.295
-1.14,0.28
-1.115,0.255
-1.15,0.24
-1.16,0.23
-1.15,0.225
-1.15,0.225
-1.175,0.225
-1.195,0.235
-1.195,0.26
-1.17,0.26
-1.16,0.26
-1.15,0.27
-1.15,0.255
-1.145,0.24
-1.13,0.23
-1.165,0.225
-1.225,0.24
-1.265,0.265
-1.24,0.285
-1.245,0.29
-1.255,0.295
-1.255,0.29
-1.235,0.315
-1.225,0.32
-1.21,0.32
-1.21,0.315
-1.2,0.31
-1.19,0.305
-1.23,0.325
-1.235,0.33
-1.22,0.33
-1.185,0.32
-1.175,0.32
-1.165,0.325
-1.175,0.325
-1.165,0.315
-1.165,0.3
-1.175,0.285
-1.16,0.275
-1.14,0.26
-1.12,0.25
-1.095,0.245
-1.1,0.245
-1.11,0.25
-1.12,0.25
-1.14,0.25
-1.155,0.245
-1.17,0.235
-1.17,0.235
-1.16,0.225
-1.14,0.215
-1.15,0.2
-1.145,0.195
-1.135,0.19
-1.125,0.18
-1.115,0.175
-1.095,0.165
-1.105,0.17
-1.07,0.14
-1.065,0.145
-1.045,0.175
-1.03,0.155
-1.04,0.15
-1.065,0.16
-1.065,0.15
-1.06,0.13
-1.065,0.115
-1.055,0.11
-1.055,0.11
-1.065,0.115
-1.055,0.105
-1.055,0.115
-1.045,0.11
-1.025,0.09
-1.045,0.09
-1.035,0.1
-1.02,0.115
-1.035,0.085
-1.045,0.08
-1.045,0.07
-1.025,0.06
-1.0,0.06
-0.99,0.065
-0.985,0.055
-0.965,0.06
-0.955,0.065
-0.965,0.055
-0.95,0.04
-0.955,0.04
-0.965,0.045
-0.95,0.06
-0.93,0.065
-0.915,0.07
-0.92,0.07
-0.885,0.08
-0.885,0.08
-0.905,0.095
-0.89,0.105
-0.88,0.115
-0.875,0.13
-0.89,0.115
-0.91,0.115
-0.93,0.135
-0.935,0.165
-0.88,0.175
-0.82,0.185
-0.76,0.185
-0.785,0.16
-0.825,0.15
-0.865,0.155
-0.895,0.155
-0.915,0.16
-0.93,0.165
-0.92,0.175
-0.92,0.185
-0.92,0.185
-0.91,0.16
-0.9,0.175
-0.91,0.18
-0.95,0.155
-0.95,0.155
-0.945,0.16
-0.92,0.175
-0.85,0.195
-0.785,0.225
-0.73,0.25
-0.69,0.25
-0.68,0.23
-0.675,0.21
-0.675,0.21
-0.685,0.22
-0.715,0.215
-0.745,0.225
-0.745,0.235
-0.75,0.24
-0.76,0.25
-0.74,0.25
-0.735,0.26
-0.735,0.27
-0.74,0.29
-0.775,0.3
-0.79,0.32
-0.78,0.34
-0.83,0.34
-0.88,0.335
-0.92,0.335
-0.93,0.365
-0.92,0.36
-0.9,0.345
-0.89,0.34
-0.885,0.355
-0.875,0.38
-0.84,0.39
-0.845,0.395
-0.85,0.38
-0.86,0.36
-0.835,0.37
-0.815,0.375
-0.8,0.375
-0.81,0.375
-0.81,0.38
-0.815,0.375
-0.845,0.375
-0.875,0.365
-0.89,0.36
-0.895,0.355
-0.83,0.37
-0.795,0.355
-0.765,0.335
-0.72,0.355
-0.65,0.355
-0.575,0.34
-0.5,0.335
-0.375,0.32
-0.205,0.305
0.015,0.28
0.155,0.27
0.27,0.265
0.365,0.255
0.4,0.23
0.44,0.215
0.485,0.205
0.5,0.21
0.5,0.23
0.48,0.25
0.425,0.25
0.36,0.27
0.285,0.29
0.2,0.29
0.105,0.3
0.01,0.305
-0.08,0.31
-0.195,0.315
-0.295,0.32
-0.39,0.33
-0.505,0.33
-0.585,0.32
-0.65,0.31
-0.73,0.305
-0.775,0.31
